"","S.72.sti_FPKM","S.72.1_FPKM","S.73.sti.1_FPKM","S.73.1_FPKM","S.124.sti.1_FPKM","S.124.1_FPKM","S.103.sti.1_FPKM","S.103.1_FPKM","S.102.sti.1_FPKM","S.102.1_FPKM"
"ENSG00000198026",3.430075,9.823991,3.994521,7.567751,4.24193,8.837304,3.896618,7.151017,3.639873,9.298612
"ENSG00000198034",150.3773,201.9453,136.4927,198.2,158.0662,225.8057,150.3322,224.9287,154.5919,210.1475
"ENSG00000198042",7.219492,8.593841,4.395755,5.25282,4.229483,4.773624,3.952617,4.501589,4.210996,4.958116
"ENSG00000198055",10.7849,42.1891,8.563187,29.62095,8.214214,30.72595,8.535491,29.15594,7.265364,28.67086
"ENSG00000198056",17.32305,21.31036,16.69004,16.62392,19.03846,17.9164,17.88662,13.75673,17.99231,16.20156
"ENSG00000198060",3.509411,5.968431,3.184268,4.743724,3.588196,4.975808,3.598313,4.631146,3.564306,4.878446
"ENSG00000198081",2.697393,10.45547,2.426643,9.813095,3.038528,10.35911,2.401696,9.680895,2.724313,10.5273
"ENSG00000198087",5.656124,10.96326,5.04302,7.675983,6.235196,9.063879,5.524484,7.176803,5.546365,9.404438
"ENSG00000198088",0.7093489,0.4666819,0.6851351,0.6501314,0.915573,0.9361706,1.315754,0.6182862,1.199755,1.062183
"ENSG00000198089",8.507521,8.668856,13.30567,6.852356,18.85556,9.434058,15.93907,6.550718,18.03666,9.35909
"ENSG00000198093",1.06869,1.70877,0.7730331,1.418986,0.664256,1.42899,0.7020901,1.143037,0.6624422,1.715956
"ENSG00000198105",1.596035,2.964209,2.446166,2.795074,3.029701,3.520964,2.668115,2.505398,3.013012,3.214547
"ENSG00000198113",3.140736,6.896475,2.005101,4.536378,1.720438,5.44156,2.180251,5.248493,1.847177,5.461515
"ENSG00000198130",1.619369,1.805968,1.302868,1.482853,1.32901,1.779678,1.220429,1.645261,1.371255,1.641577
"ENSG00000198131",2.422053,3.912679,1.955327,3.250551,1.862811,3.640195,1.951916,3.268597,1.890529,4.223091
"ENSG00000198133",0.1586702,4.156673,0.04328326,2.086078,0.01838998,2.126752,0.02171725,2.435845,0.01493927,2.479363
"ENSG00000198146",6.486809,8.910622,6.138081,7.137235,6.272175,7.750987,5.325626,6.384189,5.969838,8.574006
"ENSG00000198150",0.1726705,1.304591,0.3631416,1.358134,0.2851752,1.692727,0.2725502,1.239382,0.2579216,1.620515
"ENSG00000198157",2.529389,1.938076,1.700548,1.608359,1.458599,1.241942,1.992555,1.415026,1.613497,1.086825
"ENSG00000198160",5.59079,13.06621,5.778357,10.5102,6.268356,11.13007,5.843805,9.569137,6.243539,11.05176
"ENSG00000198162",3.327407,10.27035,3.627879,8.065221,3.959676,8.495032,3.369131,7.095485,3.649676,9.497365
"ENSG00000198168",5.721459,5.517544,4.44259,4.083693,4.764411,4.474903,4.926401,3.646903,4.833801,4.003371
"ENSG00000198169",1.026689,2.374747,0.9210407,2.128975,0.8198041,2.796357,0.902816,2.195855,0.9051414,2.741821
"ENSG00000198171",12.90362,25.34661,10.49257,20.94978,11.88201,19.07637,11.92897,18.98212,11.57627,19.80988
"ENSG00000198176",29.31198,46.3953,22.426,30.50826,21.55578,32.93677,21.53975,26.54251,18.11562,29.81181
"ENSG00000198189",3.677414,18.5411,3.989142,21.64896,4.934331,22.98139,4.581623,23.74398,5.551632,20.95583
"ENSG00000198198",1.222694,4.271485,1.445101,3.671409,1.36941,4.240135,1.140157,3.101769,1.052481,4.907666
"ENSG00000198218",10.39756,26.7547,10.55305,21.11916,10.99948,22.43534,10.50889,19.28343,9.573265,22.51251
"ENSG00000198231",11.48025,21.38042,9.48093,16.22087,9.950534,17.20938,9.18904,14.90936,9.024939,17.48579
"ENSG00000198237",0.4106757,1.426913,0.4903776,1.516461,0.6703369,1.920293,0.5638718,1.939353,0.1960895,3.537298
"ENSG00000198242",36.76014,65.61102,32.30836,65.03912,34.90606,73.08084,36.10612,75.42153,34.28491,64.80535
"ENSG00000198246",1.194693,2.169215,0.5898401,1.857189,0.6300988,2.064093,0.7493268,1.739567,0.6024238,1.612322
"ENSG00000198252",3.719415,13.81494,3.614282,10.65225,3.853623,11.64329,3.528747,9.936776,3.577975,11.7114
"ENSG00000198258",10.26223,13.96322,7.084589,11.58417,6.437296,14.81477,8.010426,14.64229,6.908025,10.36303
"ENSG00000198265",3.775416,12.79397,6.613787,10.57812,8.387146,11.26412,5.607253,9.80864,7.878753,13.33333
"ENSG00000198270",0.6813483,2.985323,0.7301944,2.622436,1.100531,2.757303,1.359033,2.801962,1.569136,2.464817
